rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,time/episodes
0.9980200000000002,5.0,1,12,3.2887794999999995,20,4
0.9951490000000001,6.125,3,12,3.9013326249999998,49,8
0.9930699999999997,5.833333333333333,5,12,3.797890333333333,70,12
0.9910899999999999,5.625,7,12,3.7500341875,90,16
0.9886150000000001,5.75,9,12,3.8893330000000006,115,20
0.985249,6.208333333333333,11,12,4.249111541666667,149,24
0.9788139999999997,7.642857142857143,17,12,5.314902321428572,214,28
0.9762400000000004,7.5,19,12,5.22119628125,240,32
0.9738640000000003,7.333333333333333,21,12,5.1124641111111115,264,36
0.9712899999999999,7.25,23,12,5.0717267,290,40
0.9683200000000002,7.2727272727272725,25,12,5.067722727272727,320,44
0.9649540000000001,7.375,28,12,5.1588211875,354,48
0.9630729999999998,7.173076923076923,29,12,4.992971673076922,373,52
0.9613899999999999,6.964285714285714,31,12,4.830457553571429,390,56
0.9594100000000001,6.833333333333333,32,12,4.741547616666666,410,60
0.9552520000000003,7.0625,36,12,4.8989648125,452,64
0.9541629999999998,6.8088235294117645,36,12,4.702010382352941,463,68
0.9526779999999999,6.638888888888889,38,12,4.57538525,478,72
0.9476289999999998,6.9605263157894735,42,12,4.834134355263158,529,76
0.946144,6.8,43,12,4.7149709125,544,80
0.9437679999999998,6.761904761904762,45,12,4.676063071428572,568,84
0.9416890000000004,6.693181818181818,46,12,4.607588988636364,589,88
0.9397089999999996,6.619565217391305,48,12,4.558793673913043,609,92
0.937432,6.583333333333333,50,12,4.525193916666667,632,96
0.9338679999999998,6.68,53,12,4.6170155,668,100
0.9326799999999997,6.6,54,12,4.5562045,680,104
0.9310960000000004,6.47,55,12,4.4850512600000005,696,108
0.9290169999999999,6.47,57,12,4.4838410699999995,717,112
0.9265420000000002,6.52,59,12,4.509585169999999,742,116
0.9247599999999995,6.45,60,12,4.451495929999999,760,120
0.9217899999999999,6.41,62,12,4.42309436,790,124
0.9167409999999997,6.27,66,12,4.31307677,841,128
0.9136720000000005,6.32,69,12,4.36669325,872,132
0.9113949999999998,6.31,71,12,4.375892739999999,895,136
0.9080289999999998,6.39,73,12,4.44301942,929,140
0.906544,6.24,75,12,4.336158520000001,944,144
0.9042670000000005,6.13,77,12,4.244428440000001,967,148
0.9029799999999997,6.07,78,12,4.203015570000001,980,152
0.9012969999999997,6.07,79,12,4.203575420000001,997,156
0.8977330000000004,6.23,82,12,4.30655261,1033,160
0.8947629999999998,6.11,84,12,4.2466068,1063,164
0.8925849999999997,6.22,86,12,4.346069839999999,1085,168
0.8908030000000001,6.25,87,12,4.36909704,1103,172
0.8895160000000005,5.87,88,12,4.07053854,1116,176
0.8877339999999998,5.9,90,12,4.090043339999999,1134,180
0.8850609999999999,5.93,92,12,4.106115129999999,1161,184
0.8832790000000004,5.9,94,12,4.10840991,1179,188
0.8810019999999997,5.93,95,12,4.1241604800000005,1202,192
0.878527,5.95,97,12,4.146293989999999,1227,196
0.8767450000000003,5.77,99,12,4.001972729999999,1245,200
0.8749629999999997,5.83,100,12,4.05106897,1263,204
0.872983,5.87,102,12,4.0652229,1283,208
0.8712010000000003,5.84,103,12,4.04276574,1301,212
0.8680330000000005,5.91,106,12,4.09535252,1333,216
0.8648649999999996,6.05,108,12,4.19891873,1365,220
0.8623899999999998,6.0,110,12,4.14653997,1390,224
0.8601130000000002,5.72,112,12,3.9334175700000005,1413,228
0.8574400000000003,5.68,114,12,3.87363779,1440,232
0.8544699999999996,5.75,117,12,3.9002886800000005,1470,236
0.8529849999999997,5.56,118,12,3.7403171499999996,1485,240
0.8511039999999994,5.6,119,12,3.77519515,1504,244
0.8490250000000001,5.58,121,12,3.7607418999999993,1525,248
0.8468470000000001,5.67,123,12,3.8280226899999996,1547,252
0.8437779999999998,5.81,125,12,3.9254422499999992,1578,256
0.8424910000000002,5.58,126,12,3.7655238499999997,1591,260
0.8392239999999997,5.61,129,12,3.7889022299999997,1624,264
0.8365509999999998,5.66,131,12,3.79271007,1651,268
0.8341749999999996,5.72,133,12,3.83951445,1675,272
0.8317990000000005,5.83,135,12,3.93638821,1699,276
